,Image,Detections,Confidence %,TP,FP,Acc TP,Acc FP,Precision,Recall
2402,Image 171,chayasilin mandap,99.98947381973267,1,0,2243,15,0.9933569530558016,0.604908306364617
2403,Image 1984,indrapura,99.98944997787476,1,0,2244,15,0.9933598937583001,0.6051779935275081
2404,Image 170,golden gate,99.98939037322998,1,0,2245,15,0.9933628318584071,0.6054476806903991
2405,Image 1131,narayan temple,99.98939037322998,1,0,2246,15,0.9933657673595754,0.6057173678532902
2406,Image 1055,kala-bhairava,99.98936653137207,1,0,2247,15,0.993368700265252,0.6059870550161812
2407,Image 1895,palace of the 55 windows,99.98935461044312,0,0,2247,15,0.993368700265252,0.6059870550161812
2408,Image 1117,taleju temple,99.98935461044312,1,0,2248,15,0.9933716305788776,0.6062567421790723
2409,Image 1025,kumari ghar,99.98934268951416,0,0,2248,15,0.9933716305788776,0.6062567421790723
2410,Image 477,bhagavati temple,99.98928308486938,1,0,2249,15,0.9933745583038869,0.6065264293419633
2411,Image 1719,dattatreya temple,99.98924732208252,1,0,2250,15,0.9933774834437086,0.6067961165048543
2412,Image 48,shveta bhairava,99.98923540115356,1,0,2251,15,0.9933804060017652,0.6070658036677454
2413,Image 927,bhaktapur tower,99.98911619186401,1,0,2252,15,0.9933833259814733,0.6073354908306364
2414,Image 902,jagannatha temple,99.98904466629028,1,0,2253,15,0.9933862433862434,0.6076051779935275
2415,Image 1043,vishnu temple,99.98899698257446,1,0,2254,15,0.9933891582194799,0.6078748651564185
2416,Image 1255,vastala temple,99.98898506164551,1,0,2255,15,0.9933920704845814,0.6081445523193096
2417,Image 435,shiva temple,99.9889612197876,1,0,2256,15,0.9933949801849405,0.6084142394822006
2418,Image 732,simha sattal,99.98893737792969,1,0,2257,15,0.9933978873239436,0.6086839266450917
2419,Image 1729,bhimsen temple,99.98893737792969,1,0,2258,15,0.9934007919049714,0.6089536138079827
2420,Image 1496,gaddi durbar,99.98891353607178,1,0,2259,15,0.9934036939313984,0.6092233009708737
2421,Image 40,kala-bhairava,99.98890161514282,1,0,2260,15,0.9934065934065934,0.6094929881337648
2422,Image 780,shiva temple,99.98886585235596,1,0,2261,15,0.9934094903339191,0.6097626752966558
2423,Image 1207,kedamatha tirtha,99.98884201049805,1,0,2262,15,0.9934123847167325,0.610032362459547
2424,Image 1387,basantapur tower,99.98880624771118,1,0,2263,15,0.9934152765583846,0.610302049622438
2425,Image 961,gaddi durbar,99.98879432678223,1,0,2264,15,0.9934181658622203,0.6105717367853291
2426,Image 824,chasin dega,99.98877048492432,1,0,2265,15,0.993421052631579,0.61084142394822
2427,Image 885,bhuvana lakshmeshvara,99.98873472213745,1,0,2266,15,0.9934239368697939,0.6111111111111112
2428,Image 1286,bhimsen temple,99.98871088027954,1,0,2267,15,0.9934268185801928,0.6113807982740022
2429,Image 108,dattatreya temple,99.98867511749268,1,0,2268,15,0.9934296977660972,0.6116504854368932
2430,Image 1402,pratap malla column,99.98867511749268,1,0,2269,15,0.9934325744308231,0.6119201725997843
2431,Image 313,badrinath temple,99.98866319656372,1,0,2270,15,0.9934354485776805,0.6121898597626753
2432,Image 250,taleju temple,99.98860359191895,1,0,2271,15,0.9934383202099738,0.6124595469255664
2433,Image 1153,bhupatindra malla column,99.98857975006104,1,0,2272,15,0.9934411893310013,0.6127292340884574
2434,Image 78,kala-bhairava,99.98856782913208,1,0,2273,15,0.9934440559440559,0.6129989212513485
2435,Image 50,degu tale temple_KDS,99.98847246170044,1,0,2274,15,0.9934469200524246,0.6132686084142395
2436,Image 837,jagannatha temple,99.98843669891357,1,0,2275,15,0.9934497816593887,0.6135382955771306
2437,Image 241,kirtipur tower,99.98842477798462,1,0,2276,15,0.9934526407682235,0.6138079827400216
2438,Image 1923,nyatapola temple,99.98842477798462,1,0,2277,15,0.993455497382199,0.6140776699029126
2439,Image 1085,kala-bhairava,99.98832941055298,1,0,2278,15,0.9934583515045792,0.6143473570658037
2440,Image 51,degu tale temple_KDS,99.9882698059082,0,0,2278,15,0.9934583515045792,0.6143473570658037
2441,Image 1911,fasidega temple,99.98821020126343,0,0,2278,15,0.9934583515045792,0.6143473570658037
2442,Image 1480,indrapura,99.98819828033447,1,0,2279,15,0.9934612031386225,0.6146170442286947
2443,Image 682,garud,99.98818635940552,1,0,2280,15,0.9934640522875817,0.6148867313915858
2444,Image 1314,national gallery,99.98817443847656,1,0,2281,15,0.9934668989547039,0.6151564185544768
2445,Image 1864,mahadev temple,99.98816251754761,1,0,2282,15,0.9934697431432303,0.6154261057173679
2446,Image 946,trailokya mohan,99.98816251754761,1,0,2283,15,0.9934725848563969,0.6156957928802589
2447,Image 1528,kala-bhairava,99.9880313873291,1,0,2284,15,0.9934754240974336,0.61596548004315
2448,Image 284,bhairavnath temple,99.98800754547119,1,0,2285,15,0.9934782608695653,0.616235167206041
2449,Image 963,bhagavati temple,99.9879240989685,1,0,2286,15,0.9934810951760105,0.616504854368932
2450,Image 952,kumari ghar,99.9879002571106,1,0,2287,15,0.9934839270199827,0.6167745415318231
2451,Image 1675,kirtipur tower,99.9879002571106,1,0,2288,15,0.9934867564046895,0.6170442286947141
2452,Image 517,taleju bell_KDS,99.98788833618164,1,0,2289,15,0.9934895833333334,0.6173139158576052
2453,Image 942,basantapur tower,99.98787641525269,1,0,2290,15,0.9934924078091106,0.6175836030204962
2454,Image 247,gopinath krishna temple,99.98785257339478,1,0,2291,15,0.9934952298352124,0.6178532901833873
2455,Image 289,dattatreya temple,99.98784065246582,1,0,2292,15,0.9934980494148244,0.6181229773462783
2456,Image 745,vishnu temple,99.98780488967896,1,0,2293,15,0.9935008665511266,0.6183926645091694
2457,Image 1069,narayan temple,99.98778104782104,1,0,2294,15,0.9935036812472932,0.6186623516720604
2458,Image 113,bhupatindra malla column,99.98774528503418,0,0,2294,15,0.9935036812472932,0.6186623516720604
2459,Image 1532,chasin dega,99.98774528503418,1,0,2295,15,0.9935064935064936,0.6189320388349514
2460,Image 804,taleju bell_KDS,99.98760223388672,1,0,2296,15,0.9935093033318909,0.6192017259978425
2461,Image 2052,bhairavnath temple,99.98749494552612,1,0,2297,15,0.9935121107266436,0.6194714131607335
2462,Image 154,indrapura,99.98749494552612,1,0,2298,15,0.993514915693904,0.6197411003236246
2463,Image 55,panchamukhi hanuman,99.9874472618103,1,0,2299,15,0.9935177182368193,0.6200107874865156
2464,Image 1211,kedamatha tirtha,99.98741149902344,1,0,2300,15,0.9935205183585313,0.6202804746494067
2465,Image 1005,shiva temple,99.98741149902344,1,0,2301,15,0.9935233160621761,0.6205501618122977
2466,Image 613,bhuvana lakshmeshvara,99.98739957809448,1,0,2302,15,0.9935261113508848,0.6208198489751888
2467,Image 669,garud,99.9873161315918,1,0,2303,15,0.9935289042277826,0.6210895361380798
2468,Image 1649,kirtipur tower,99.98729228973389,1,0,2304,15,0.9935316946959897,0.6213592233009708
2469,Image 377,kumari ghar,99.98724460601807,0,0,2304,15,0.9935316946959897,0.6213592233009708
2470,Image 1256,siddhi lakshmi temple,99.9872088432312,1,0,2305,15,0.9935344827586207,0.6216289104638619
2471,Image 1812,vishnu temple,99.98716115951538,1,0,2306,15,0.993537268418785,0.6218985976267529
2472,Image 711,shiva temple,99.98711347579956,1,0,2307,15,0.9935400516795866,0.622168284789644
2473,Image 932,basantapur tower,99.9870777130127,1,0,2308,15,0.993542832544124,0.622437971952535
2474,Image 300,palace of the 55 windows,99.98705387115479,0,1,2308,16,0.9931153184165232,0.622437971952535
2475,Image 1019,gaddi durbar,99.98703002929688,1,0,2309,16,0.9931182795698925,0.6227076591154261
2476,Image 1543,kumari ghar,99.98703002929688,1,0,2310,16,0.9931212381771282,0.6229773462783171
2477,Image 1872,chayasilin mandap,99.98701810836792,1,0,2311,16,0.9931241942415127,0.6232470334412082
2478,Image 1508,basantapur tower,99.98699426651001,1,0,2312,16,0.993127147766323,0.6235167206040992
2479,Image 1902,chayasilin mandap,99.98689889907837,1,0,2313,16,0.9931300987548304,0.6237864077669902
2480,Image 291,mahadev temple,99.98688697814941,1,0,2314,16,0.9931330472103004,0.6240560949298813
2481,Image 171,national gallery,99.98687505722046,1,0,2315,16,0.9931359931359931,0.6243257820927723
2482,Image 328,golden gate,99.98685121536255,1,0,2316,16,0.9931389365351629,0.6245954692556634
2483,Image 1889,national gallery,99.9868392944336,0,0,2316,16,0.9931389365351629,0.6245954692556634
2484,Image 182,bhairavnath temple,99.9868392944336,1,0,2317,16,0.9931418774110587,0.6248651564185544
2485,Image 1416,lalitpur tower,99.98669624328613,1,0,2318,16,0.9931448157669237,0.6251348435814456
2486,Image 1344,bhimsen temple,99.9866247177124,1,0,2319,16,0.9931477516059957,0.6254045307443366
2487,Image 1155,taleju bell_BDS,99.98658895492554,0,1,2319,17,0.992722602739726,0.6254045307443366
2488,Image 1259,siddhi lakshmi temple,99.98656511306763,1,0,2320,17,0.9927257167308515,0.6256742179072277
2489,Image 657,bhimeleshvara,99.98650550842285,1,0,2321,17,0.9927288280581694,0.6259439050701187
2490,Image 928,gaddi durbar,99.98646974563599,1,0,2322,17,0.9927319367250962,0.6262135922330098
2491,Image 24,kumari ghar,99.98646974563599,1,0,2323,17,0.9927350427350428,0.6264832793959008
2492,Image 636,trailokya mohan,99.98644590377808,1,0,2324,17,0.992738146091414,0.6267529665587918
2493,Image 1117,panchamukhi hanuman,99.98643398284912,1,0,2325,17,0.9927412467976089,0.6270226537216829
2494,Image 227,bhairavnath temple,99.9863862991333,1,0,2326,17,0.9927443448570209,0.6272923408845739
2495,Image 868,vishnu temple,99.98637437820435,1,0,2327,17,0.9927474402730375,0.627562028047465
2496,Image 1158,palace of the 55 windows,99.98636245727539,1,0,2328,17,0.9927505330490405,0.627831715210356
2497,Image 1043,pratap malla column,99.98631477355957,1,0,2329,17,0.9927536231884058,0.6281014023732471
2498,Image 1024,gaddi durbar,99.98629093170166,1,0,2330,17,0.9927567106945037,0.6283710895361381
2499,Image 237,chayasilin mandap,99.98623132705688,1,0,2331,17,0.9927597955706985,0.6286407766990292
2500,Image 1897,chayasilin mandap,99.98617172241211,1,0,2332,17,0.9927628778203491,0.6289104638619202
2501,Image 1977,vishnu temple,99.98615980148315,1,0,2333,17,0.9927659574468085,0.6291801510248112
2502,Image 926,gaddi durbar,99.98613595962524,1,0,2334,17,0.9927690344534241,0.6294498381877023
2503,Image 1291,bhimsen temple,99.9859094619751,1,0,2335,17,0.9927721088435374,0.6297195253505933
2504,Image 1414,hanuman idol,99.98588562011719,0,0,2335,17,0.9927721088435374,0.6297195253505933
2505,Image 1510,kumari ghar,99.98586177825928,1,0,2336,17,0.9927751806204845,0.6299892125134844
2506,Image 87,taleju temple,99.9858021736145,1,0,2337,17,0.9927782497875955,0.6302588996763754
2507,Image 1491,basantapur tower,99.98579025268555,1,0,2338,17,0.9927813163481953,0.6305285868392665
2508,Image 1046,pratap malla column,99.98575448989868,1,0,2339,17,0.9927843803056027,0.6307982740021575
2509,Image 921,lalitpur tower,99.98571872711182,1,0,2340,17,0.9927874416631312,0.6310679611650486
2510,Image 180,palace of the 55 windows,99.98559951782227,1,0,2341,17,0.9927905004240882,0.6313376483279396
2511,Image 10,basantapur tower,99.98555183410645,1,0,2342,17,0.9927935565917761,0.6316073354908306
2512,Image 1144,shveta bhairava,99.98551607131958,1,0,2343,17,0.9927966101694915,0.6318770226537217
2513,Image 1184,kedamatha tirtha,99.98549222946167,1,0,2344,17,0.9927996611605252,0.6321467098166127
2514,Image 128,national gallery,99.98549222946167,1,0,2345,17,0.9928027095681625,0.6324163969795038
2515,Image 1553,trailokya mohan,99.98548030853271,1,0,2346,17,0.9928057553956835,0.6326860841423948
2516,Image 21,kumari ghar,99.98548030853271,1,0,2347,17,0.9928087986463621,0.6329557713052859
2517,Image 1488,kumari ghar,99.98534917831421,1,0,2348,17,0.9928118393234673,0.6332254584681769
2518,Image 1098,hanuman idol,99.9853253364563,1,0,2349,17,0.9928148774302621,0.633495145631068
2519,Image 1402,chasin dega,99.98528957366943,1,0,2350,17,0.9928179129700042,0.633764832793959
2520,Image 1298,dattatreya temple,99.98527765274048,1,0,2351,17,0.9928209459459459,0.63403451995685
2521,Image 500,bhagavati temple,99.98526573181152,1,0,2352,17,0.9928239763613339,0.6343042071197411
2522,Image 1296,bhimsen temple,99.98525381088257,1,0,2353,17,0.9928270042194093,0.6345738942826321
2523,Image 43,panchamukhi hanuman,99.9852180480957,1,0,2354,17,0.9928300295234078,0.6348435814455232
2524,Image 1586,vishnu temple,99.9852180480957,0,0,2354,17,0.9928300295234078,0.6348435814455232
2525,Image 38,kala-bhairava,99.98520612716675,1,0,2355,17,0.9928330522765598,0.6351132686084142
2526,Image 57,panchamukhi hanuman,99.98513460159302,1,0,2356,17,0.9928360724820902,0.6353829557713053
2527,Image 1859,siddhi lakshmi temple,99.9850869178772,1,0,2357,17,0.9928390901432183,0.6356526429341963
2528,Image 792,kavindrapura sattal,99.98506307601929,1,0,2358,17,0.9928421052631579,0.6359223300970874
2529,Image 873,taleju bell_KDS,99.98503923416138,1,0,2359,17,0.9928451178451179,0.6361920172599784
2530,Image 1892,chayasilin mandap,99.98499155044556,1,0,2360,17,0.9928481278923013,0.6364617044228694
2531,Image 1258,vastala temple,99.98493194580078,1,0,2361,17,0.9928511354079058,0.6367313915857605
2532,Image 944,trailokya mohan,99.984872341156,1,0,2362,17,0.992854140395124,0.6370010787486515
2533,Image 270,golden gate,99.984872341156,1,0,2363,17,0.9928571428571429,0.6372707659115426
2534,Image 116,siddhi lakshmi temple,99.98481273651123,1,0,2364,17,0.9928601427971441,0.6375404530744336
2535,Image 659,bhimeleshvara,99.98472929000854,1,0,2365,17,0.9928631402183039,0.6378101402373247
2536,Image 1119,jagannatha temple,99.98471736907959,1,0,2366,17,0.9928661351237935,0.6380798274002157
2537,Image 1158,golden gate,99.98469352722168,1,0,2367,17,0.9928691275167785,0.6383495145631068
2538,Image 2027,trailokya mohan,99.98466968536377,1,0,2368,17,0.9928721174004193,0.6386192017259978
2539,Image 1099,hanuman idol,99.98453855514526,1,0,2369,17,0.9928751047778709,0.6388888888888888
2540,Image 802,taleju bell_KDS,99.98452663421631,1,0,2370,17,0.9928780896522832,0.63915857605178
2541,Image 636,gaddi durbar,99.98451471328735,1,0,2371,17,0.9928810720268006,0.6394282632146709
2542,Image 1917,fasidega temple,99.9845027923584,1,0,2372,17,0.9928840519045625,0.639697950377562
2543,Image 1569,jagannatha temple,99.98445510864258,1,0,2373,17,0.992887029288703,0.639967637540453
2544,Image 733,shiva temple,99.98444318771362,1,0,2374,17,0.9928900041823505,0.6402373247033442
2545,Image 1042,vishnu temple,99.98441934585571,1,0,2375,17,0.9928929765886287,0.6405070118662352
2546,Image 495,bhagavati temple,99.98440742492676,1,0,2376,17,0.992895946510656,0.6407766990291263
2547,Image 1429,gaddi durbar,99.98438358306885,1,0,2377,17,0.9928989139515455,0.6410463861920173
2548,Image 1872,palace of the 55 windows,99.98431205749512,1,0,2378,17,0.992901878914405,0.6413160733549083
2549,Image 1512,kumari ghar,99.98425245285034,1,0,2379,17,0.9929048414023373,0.6415857605177994
2550,Image 908,lalitpur tower,99.98421669006348,0,0,2379,17,0.9929048414023373,0.6415857605177994
2551,Image 1852,golden gate,99.98413324356079,1,0,2380,17,0.9929078014184397,0.6418554476806904
2552,Image 375,kumari ghar,99.98410940170288,0,0,2380,17,0.9929078014184397,0.6418554476806904
2553,Image 1945,fasidega temple,99.98403787612915,1,0,2381,17,0.9929107589658048,0.6421251348435815
2554,Image 306,mahadev temple,99.9839186668396,1,0,2382,17,0.9929137140475198,0.6423948220064725
2555,Image 1080,bhuvana lakshmeshvara,99.98390674591064,1,0,2383,17,0.9929166666666667,0.6426645091693636
2556,Image 1228,badrinath temple,99.98390674591064,1,0,2384,17,0.9929196168263223,0.6429341963322546
2557,Image 1546,indrapura,99.98389482498169,0,0,2384,17,0.9929196168263223,0.6429341963322546
2558,Image 49,shveta bhairava,99.98387098312378,1,0,2385,17,0.9929225645295587,0.6432038834951457
2559,Image 1789,bhimsen temple,99.98371601104736,1,0,2386,17,0.9929255097794424,0.6434735706580367
2560,Image 50,shveta bhairava,99.98363256454468,1,0,2387,17,0.992928452579035,0.6437432578209277
2561,Image 1942,palace of the 55 windows,99.98353719711304,1,0,2388,17,0.992931392931393,0.6440129449838188
2562,Image 107,dattatreya temple,99.98338222503662,1,0,2389,17,0.9929343308395677,0.6442826321467098
2563,Image 370,bhimeleshvara,99.98332262039185,0,0,2389,17,0.9929343308395677,0.6442826321467098
2564,Image 199,taleju temple,99.98328685760498,1,0,2390,17,0.9929372663066057,0.6445523193096009
2565,Image 2003,bhimsen temple,99.98327493667603,1,0,2391,17,0.9929401993355482,0.6448220064724919
2566,Image 1689,fasidega temple,99.98326301574707,0,1,2391,18,0.9925280199252802,0.6448220064724919
2567,Image 1263,palace of the 55 windows,99.98319149017334,1,0,2392,18,0.9925311203319502,0.645091693635383
2568,Image 1809,bhairavnath temple,99.98311996459961,1,0,2393,18,0.9925342181667358,0.645361380798274
2569,Image 299,badrinath temple,99.98310804367065,1,0,2394,18,0.9925373134328358,0.6456310679611651
2570,Image 1180,kedamatha tirtha,99.98303651809692,1,0,2395,18,0.9925404061334439,0.6459007551240561
2571,Image 1662,bhaktapur tower,99.98289346694946,1,0,2396,18,0.9925434962717481,0.6461704422869471
2572,Image 1314,palace of the 55 windows,99.98282194137573,1,0,2397,18,0.9925465838509316,0.6464401294498382
2573,Image 854,hanuman idol,99.98282194137573,0,0,2397,18,0.9925465838509316,0.6464401294498382
2574,Image 1261,vastala temple,99.98281002044678,1,0,2398,18,0.9925496688741722,0.6467098166127292
2575,Image 338,mahadev temple,99.982750415802,0,0,2398,18,0.9925496688741722,0.6467098166127292
2576,Image 1467,bhimeleshvara,99.98264908790588,1,0,2399,18,0.9925527513446422,0.6469795037756203
2577,Image 1060,pratap malla column,99.98260140419006,1,0,2400,18,0.9925558312655087,0.6472491909385113
2578,Image 1399,chasin dega,99.9825656414032,1,0,2401,18,0.9925589086399339,0.6475188781014024
2579,Image 1045,narayan temple,99.98254179954529,1,0,2402,18,0.9925619834710744,0.6477885652642934
2580,Image 1900,vastala temple,99.98250603675842,1,0,2403,18,0.9925650557620818,0.6480582524271845
2581,Image 1019,kumari ghar,99.982351064682,1,0,2404,18,0.9925681255161024,0.6483279395900755
2582,Image 176,mahadev temple,99.98226761817932,1,0,2405,18,0.9925711927362774,0.6485976267529665
2583,Image 1278,golden gate,99.98219609260559,0,0,2405,18,0.9925711927362774,0.6485976267529665
