,Image,Detection,Confidence,TP,FP,TN,Acc TP,Acc FP,Acc TN,Recall,Specificity,FPR
1725,Image49,kala-bhairava,99.99785423278809,1,0,2,1624,102,1884,0.43797195253505933,0.9486404833836858,0.051359516616314216
1726,Image1564,kasthamandap,99.99785423278809,1,0,0,1625,102,1884,0.4382416396979504,0.9486404833836858,0.051359516616314216
1727,Image56,panchamukhi hanuman,99.99785423278809,1,0,0,1626,102,1884,0.43851132686084143,0.9486404833836858,0.051359516616314216
1728,Image648,trailokya mohan,99.99785423278809,1,0,2,1627,102,1886,0.4387810140237325,0.9486921529175051,0.05130784708249492
1729,Image1073,narayan temple,99.99783039093018,1,0,3,1628,102,1889,0.43905070118662354,0.9487694625816173,0.05123053741838268
1730,Image342,gaddi durbar,99.99783039093018,1,0,1,1629,102,1890,0.4393203883495146,0.9487951807228916,0.051204819277108404
1731,Image709,shiva temple,99.99783039093018,1,0,0,1630,102,1890,0.4395900755124056,0.9487951807228916,0.051204819277108404
1732,Image239,dattatreya temple,99.99781847000122,1,0,0,1631,102,1890,0.43985976267529664,0.9487951807228916,0.051204819277108404
1733,Image93,taleju temple,99.99781847000122,1,0,0,1632,102,1890,0.4401294498381877,0.9487951807228916,0.051204819277108404
1734,Image1307,vastala temple,99.99781847000122,1,0,0,1633,102,1890,0.44039913700107874,0.9487951807228916,0.051204819277108404
1735,Image53,panchamukhi hanuman,99.99780654907227,1,0,0,1634,102,1890,0.4406688241639698,0.9487951807228916,0.051204819277108404
1736,Image1081,indrapura,99.99780654907227,1,0,3,1635,102,1893,0.44093851132686085,0.9488721804511279,0.05112781954887213
1737,Image1060,degu tale temple_KDS,99.99780654907227,1,0,1,1636,102,1894,0.4412081984897519,0.9488977955911824,0.05110220440881763
1738,Image164,palace of the 55 windows,99.99779462814331,1,0,1,1637,102,1895,0.44147788565264295,0.9489233850776164,0.05107661492238358
1739,Image1875,national gallery,99.99779462814331,1,0,3,1638,102,1898,0.441747572815534,0.949,0.051000000000000045
1740,Image29,jagannatha temple,99.99778270721436,1,0,3,1639,102,1901,0.442017259978425,0.9490763854218672,0.05092361457813277
1741,Image342,lalitpur tower,99.99778270721436,1,0,1,1640,102,1902,0.44228694714131606,0.9491017964071856,0.050898203592814384
1742,Image32,panchamukhi hanuman,99.99778270721436,0,1,0,1640,103,1902,0.44228694714131606,0.9486284289276808,0.051371571072319155
1743,Image1758,dattatreya temple,99.9977707862854,1,0,0,1641,103,1902,0.4425566343042071,0.9486284289276808,0.051371571072319155
1744,Image583,hanuman idol,99.99775886535645,1,0,0,1642,103,1902,0.44282632146709816,0.9486284289276808,0.051371571072319155
1745,Image1318,vastala temple,99.99774694442749,1,0,3,1643,103,1905,0.4430960086299892,0.9487051792828686,0.05129482071713143
1746,Image1757,bhimsen temple,99.99774694442749,1,0,0,1644,103,1905,0.44336569579288027,0.9487051792828686,0.05129482071713143
1747,Image169,palace of the 55 windows,99.99774694442749,1,0,1,1645,103,1906,0.4436353829557713,0.9487307117969139,0.05126928820308607
1748,Image1121,narayan temple,99.99773502349854,1,0,1,1646,103,1907,0.44390507011866237,0.9487562189054727,0.05124378109452732
1749,Image540,chasin dega,99.99773502349854,1,0,0,1647,103,1907,0.4441747572815534,0.9487562189054727,0.05124378109452732
1750,Image61,narayan temple,99.99773502349854,1,0,1,1648,103,1908,0.4444444444444444,0.9487817006464445,0.051218299353555485
1751,Image910,bhaktapur tower,99.99772310256958,1,0,1,1649,103,1909,0.44471413160733547,0.9488071570576541,0.05119284294234594
1752,Image285,bhairavnath temple,99.99772310256958,1,0,0,1650,103,1909,0.4449838187702265,0.9488071570576541,0.05119284294234594
1753,Image1105,lalitpur tower,99.99772310256958,1,0,0,1651,103,1909,0.4452535059331176,0.9488071570576541,0.05119284294234594
1754,Image267,bhairavnath temple,99.99771118164062,1,0,1,1652,103,1910,0.44552319309600863,0.9488325881768505,0.051167411823149545
1755,Image1385,gaddi durbar,99.99771118164062,1,0,1,1653,103,1911,0.4457928802588997,0.948857994041708,0.05114200595829199
1756,Image999,kavindrapura sattal,99.99771118164062,1,0,1,1654,103,1912,0.44606256742179073,0.9488833746898263,0.05111662531017369
1757,Image1173,mahadev temple,99.99771118164062,1,0,1,1655,103,1913,0.4463322545846818,0.9489087301587301,0.05109126984126988
1758,Image899,shveta bhairava,99.99771118164062,1,0,0,1656,103,1913,0.44660194174757284,0.9489087301587301,0.05109126984126988
1759,Image1557,taleju temple,99.99769926071167,1,0,2,1657,103,1915,0.44687162891046384,0.9489593657086224,0.05104063429137762
1760,Image278,bhairavnath temple,99.99769926071167,1,0,0,1658,103,1915,0.4471413160733549,0.9489593657086224,0.05104063429137762
1761,Image1126,shveta bhairava,99.99768733978271,1,0,1,1659,103,1916,0.44741100323624594,0.9489846458642892,0.05101535413571079
1762,Image165,kirtipur tower,99.99768733978271,1,0,1,1660,103,1917,0.447680690399137,0.949009900990099,0.050990099009901035
1763,Image939,lalitpur tower,99.99768733978271,1,0,2,1661,103,1919,0.44795037756202805,0.9490603363006924,0.05093966369930758
1764,Image1444,kasthamandap,99.99768733978271,1,0,0,1662,103,1919,0.4482200647249191,0.9490603363006924,0.05093966369930758
1765,Image684,bhagavati temple,99.99768733978271,1,0,0,1663,103,1919,0.44848975188781015,0.9490603363006924,0.05093966369930758
1766,Image1494,gaddi durbar,99.9976634979248,1,0,0,1664,103,1919,0.4487594390507012,0.9490603363006924,0.05093966369930758
1767,Image1650,kirtipur tower,99.9976634979248,1,0,1,1665,103,1920,0.44902912621359226,0.949085516559565,0.05091448344043503
1768,Image1802,degu tale temple_KDS,99.9976634979248,1,0,0,1666,103,1920,0.44929881337648325,0.949085516559565,0.05091448344043503
1769,Image1591,indrapura,99.9976634979248,1,0,3,1667,103,1923,0.4495685005393743,0.9491609081934848,0.050839091806515246
1770,Image403,garud,99.99765157699585,1,0,0,1668,103,1923,0.44983818770226536,0.9491609081934848,0.050839091806515246
1771,Image307,kedamatha tirtha,99.99765157699585,1,0,1,1669,103,1924,0.4501078748651564,0.949185989146522,0.05081401085347803
1772,Image1929,fasidega temple,99.9976396560669,1,0,1,1670,103,1925,0.45037756202804746,0.9492110453648915,0.05078895463510846
1773,Image207,kumari ghar,99.99762773513794,1,0,0,1671,103,1925,0.4506472491909385,0.9492110453648915,0.05078895463510846
1774,Image1814,bhairavnath temple,99.99762773513794,1,0,1,1672,103,1926,0.45091693635382957,0.9492360768851651,0.05076392311483491
1775,Image651,garud,99.99762773513794,1,0,2,1673,103,1928,0.4511866235167206,0.9492860659773511,0.0507139340226489
1776,Image334,gopinath krishna temple,99.99760389328003,1,0,2,1674,103,1930,0.45145631067961167,0.9493359567142154,0.050664043285784555
1777,Image947,kumari ghar,99.99760389328003,1,0,1,1675,103,1931,0.4517259978425027,0.9493608652900688,0.0506391347099312
1778,Image268,golden gate,99.99760389328003,1,0,0,1676,103,1931,0.4519956850053937,0.9493608652900688,0.0506391347099312
1779,Image730,kavindrapura sattal,99.99760389328003,1,0,1,1677,103,1932,0.4522653721682848,0.9493857493857494,0.05061425061425062
1780,Image1856,golden gate,99.99759197235107,0,1,0,1677,104,1932,0.4522653721682848,0.9489194499017681,0.05108055009823187
1781,Image2075,bhagavati temple,99.99759197235107,1,0,0,1678,104,1932,0.4525350593311758,0.9489194499017681,0.05108055009823187
1782,Image794,kavindrapura sattal,99.99759197235107,1,0,0,1679,104,1932,0.4528047464940669,0.9489194499017681,0.05108055009823187
1783,Image1192,kedamatha tirtha,99.99758005142212,1,0,1,1680,104,1933,0.45307443365695793,0.9489445262641139,0.05105547373588615
1784,Image1918,fasidega temple,99.99756813049316,1,0,0,1681,104,1933,0.453344120819849,0.9489445262641139,0.05105547373588615
1785,Image149,kedamatha tirtha,99.99755620956421,1,0,1,1682,104,1934,0.45361380798274004,0.9489695780176644,0.05103042198233565
1786,Image1328,bhairavnath temple,99.99755620956421,1,0,0,1683,104,1934,0.4538834951456311,0.9489695780176644,0.05103042198233565
1787,Image1264,siddhi lakshmi temple,99.99754428863525,1,0,3,1684,104,1937,0.45415318230852214,0.9490445859872612,0.05095541401273884
1788,Image1542,taleju temple,99.99754428863525,1,0,2,1685,104,1939,0.45442286947141314,0.9490944689182574,0.05090553108174256
1789,Image166,kirtipur tower,99.99754428863525,1,0,1,1686,104,1940,0.4546925566343042,0.949119373776908,0.050880626223091974
1790,Image1567,vishnu temple,99.99754428863525,1,0,2,1687,104,1942,0.45496224379719524,0.9491691104594331,0.050830889540566915
1791,Image1529,taleju temple,99.99754428863525,1,0,2,1688,104,1944,0.4552319309600863,0.94921875,0.05078125
1792,Image298,kedamatha tirtha,99.99754428863525,1,0,2,1689,104,1946,0.45550161812297735,0.9492682926829268,0.050731707317073216
1793,Image1756,bhimsen temple,99.9975323677063,1,0,0,1690,104,1946,0.4557713052858684,0.9492682926829268,0.050731707317073216
1794,Image1188,kedamatha tirtha,99.9975323677063,1,0,1,1691,104,1947,0.45604099244875945,0.9492930277913213,0.0507069722086787
1795,Image405,bhimeleshvara,99.9975323677063,1,0,2,1692,104,1949,0.4563106796116505,0.9493424257184608,0.050657574281539164
1796,Image1078,narayan temple,99.99752044677734,1,0,2,1693,104,1951,0.45658036677454156,0.9493917274939173,0.050608272506082685
1797,Image78,jagannatha temple,99.99752044677734,1,0,1,1694,104,1952,0.45685005393743255,0.9494163424124513,0.05058365758754868
1798,Image1567,bhuvana lakshmeshvara,99.99750852584839,1,0,2,1695,104,1954,0.4571197411003236,0.9494655004859086,0.05053449951409139
1799,Image983,simha sattal,99.99750852584839,1,0,1,1696,104,1955,0.45738942826321466,0.9494900437105391,0.05050995628946087
1800,Image2033,trailokya mohan,99.99750852584839,1,0,0,1697,104,1955,0.4576591154261057,0.9494900437105391,0.05050995628946087
1801,Image1122,narayan temple,99.99749660491943,1,0,2,1698,104,1957,0.45792880258899676,0.9495390587093644,0.05046094129063561
1802,Image943,basantapur tower,99.99748468399048,1,0,1,1699,104,1958,0.4581984897518878,0.9495635305528612,0.050436469447138754
1803,Image2032,trailokya mohan,99.99748468399048,1,0,1,1700,104,1959,0.45846817691477887,0.9495879786718371,0.050412021328162915
1804,Image1530,kala-bhairava,99.99748468399048,1,0,2,1701,104,1961,0.4587378640776699,0.949636803874092,0.050363196125908005
1805,Image1935,nyatapola temple,99.99747276306152,1,0,1,1702,104,1962,0.459007551240561,0.9496611810261375,0.0503388189738625
1806,Image1594,pratap malla column,99.99747276306152,1,0,1,1703,104,1963,0.45927723840345197,0.949685534591195,0.05031446540880502
1807,Image1323,golden gate,99.99747276306152,1,0,1,1704,104,1964,0.459546925566343,0.9497098646034816,0.05029013539651839
1808,Image1887,national gallery,99.99746084213257,1,0,0,1705,104,1964,0.4598166127292341,0.9497098646034816,0.05029013539651839
1809,Image646,kumari ghar,99.99746084213257,1,0,2,1706,104,1966,0.46008629989212513,0.9497584541062802,0.05024154589371976
1810,Image1106,bhaktapur tower,99.99744892120361,1,0,0,1707,104,1966,0.4603559870550162,0.9497584541062802,0.05024154589371976
1811,Image1950,gopinath krishna temple,99.9974012374878,1,0,1,1708,104,1967,0.46062567421790723,0.9497827136648962,0.050217286335103806
1812,Image1471,pratap malla column,99.99738931655884,1,0,1,1709,104,1968,0.4608953613807983,0.9498069498069498,0.050193050193050204
1813,Image855,hanuman idol,99.99738931655884,1,0,0,1710,104,1968,0.46116504854368934,0.9498069498069498,0.050193050193050204
1814,Image1315,chayasilin mandap,99.99738931655884,1,0,4,1711,104,1972,0.4614347357065804,0.9499036608863198,0.050096339113680166
1815,Image406,bhimeleshvara,99.99736547470093,1,0,0,1712,104,1972,0.4617044228694714,0.9499036608863198,0.050096339113680166
1816,Image1061,indrapura,99.99736547470093,1,0,2,1713,104,1974,0.46197411003236244,0.9499518768046198,0.05004812319538021
1817,Image1521,taleju temple,99.99736547470093,1,0,2,1714,104,1976,0.4622437971952535,0.95,0.050000000000000044
1818,Image1819,fasidega temple,99.99735355377197,1,0,0,1715,104,1976,0.46251348435814454,0.95,0.050000000000000044
1819,Image771,kasthamandap,99.99735355377197,1,0,0,1716,104,1976,0.4627831715210356,0.95,0.050000000000000044
1820,Image639,kumari ghar,99.99735355377197,1,0,0,1717,104,1976,0.46305285868392665,0.95,0.050000000000000044
1821,Image1189,kedamatha tirtha,99.99735355377197,1,0,1,1718,104,1977,0.4633225458468177,0.9500240269101393,0.04997597308986068
1822,Image150,kedamatha tirtha,99.99735355377197,1,0,1,1719,104,1978,0.46359223300970875,0.9500480307396734,0.049951969260326634
1823,Image1157,bhupatindra malla column,99.99734163284302,1,0,3,1720,104,1981,0.4638619201725998,0.9501199040767386,0.04988009592326137
1824,Image843,hanuman idol,99.99734163284302,1,0,0,1721,104,1981,0.4641316073354908,0.9501199040767386,0.04988009592326137
1825,Image756,vishnu temple,99.99731779098511,1,0,0,1722,104,1981,0.46440129449838186,0.9501199040767386,0.04988009592326137
1826,Image454,simha sattal,99.99731779098511,1,0,0,1723,104,1981,0.4646709816612729,0.9501199040767386,0.04988009592326137
1827,Image764,kavindrapura sattal,99.99730587005615,1,0,0,1724,104,1981,0.46494066882416396,0.9501199040767386,0.04988009592326137
1828,Image1859,palace of the 55 windows,99.99730587005615,1,0,3,1725,104,1984,0.465210355987055,0.9501915708812261,0.04980842911877392
1829,Image1237,gopinath krishna temple,99.99727010726929,1,0,1,1726,104,1985,0.46548004314994607,0.9502154140737195,0.049784585926280545
1830,Image1038,bhagavati temple,99.99727010726929,1,0,0,1727,104,1985,0.4657497303128371,0.9502154140737195,0.049784585926280545
1831,Image13,taleju temple,99.99724626541138,1,0,2,1728,104,1987,0.46601941747572817,0.9502630320420852,0.049736967957914824
1832,Image111,jagannatha temple,99.99724626541138,1,0,2,1729,104,1989,0.4662891046386192,0.9503105590062112,0.0496894409937888
1833,Image941,gaddi durbar,99.99724626541138,1,0,1,1730,104,1990,0.4665587918015103,0.9503342884431709,0.049665711556829084
1834,Image1171,mahadev temple,99.99724626541138,1,0,1,1731,104,1991,0.46682847896440127,0.9503579952267303,0.04964200477326974
1835,Image747,kumari ghar,99.99723434448242,1,0,1,1732,104,1992,0.4670981661272923,0.950381679389313,0.04961832061068705
1836,Image1774,bhimsen temple,99.99723434448242,1,0,0,1733,104,1992,0.4673678532901834,0.950381679389313,0.04961832061068705
1837,Image0,kala-bhairava,99.99722242355347,1,0,1,1734,104,1993,0.46763754045307443,0.9504053409632809,0.04959465903671911
1838,Image1054,kala-bhairava,99.99721050262451,1,0,3,1735,104,1996,0.4679072276159655,0.9504761904761905,0.049523809523809526
1839,Image1739,dattatreya temple,99.99721050262451,1,0,0,1736,104,1996,0.46817691477885653,0.9504761904761905,0.049523809523809526
1840,Image30,degu tale temple_KDS,99.99721050262451,1,0,3,1737,104,1999,0.4684466019417476,0.9505468378506895,0.0494531621493105
1841,Image1276,chayasilin mandap,99.99721050262451,1,0,1,1738,104,2000,0.46871628910463864,0.9505703422053232,0.049429657794676785
1842,Image1188,gopinath krishna temple,99.99719858169556,1,0,1,1739,104,2001,0.4689859762675297,0.9505938242280285,0.04940617577197148
1843,Image874,taleju bell_KDS,99.99719858169556,1,0,0,1740,104,2001,0.4692556634304207,0.9505938242280285,0.04940617577197148
1844,Image1980,vishnu temple,99.99719858169556,1,0,0,1741,104,2001,0.46952535059331174,0.9505938242280285,0.04940617577197148
1845,Image1557,vishnu temple,99.9971866607666,1,0,2,1742,104,2003,0.4697950377562028,0.950640721404841,0.049359278595158984
1846,Image1221,badrinath temple,99.9971866607666,1,0,2,1743,104,2005,0.47006472491909385,0.9506875296348981,0.04931247036510189
1847,Image667,bhimeleshvara,99.9971866607666,1,0,2,1744,104,2007,0.4703344120819849,0.950734249171009,0.049265750828990984
1848,Image1434,garud,99.99717473983765,1,0,1,1745,104,2008,0.47060409924487595,0.9507575757575758,0.0492424242424242
1849,Image670,garud,99.99716281890869,1,0,2,1746,104,2010,0.470873786407767,0.9508041627246925,0.04919583727530752
1850,Image308,gopinath krishna temple,99.99716281890869,1,0,1,1747,104,2011,0.47114347357065806,0.9508274231678487,0.04917257683215126
1851,Image127,vastala temple,99.99716281890869,1,0,0,1748,104,2011,0.4714131607335491,0.9508274231678487,0.04917257683215126
1852,Image2050,degu tale temple_KDS,99.99715089797974,1,0,0,1749,104,2011,0.4716828478964401,0.9508274231678487,0.04917257683215126
1853,Image85,pratap malla column,99.99715089797974,1,0,1,1750,104,2012,0.47195253505933116,0.9508506616257089,0.04914933837429114
1854,Image172,national gallery,99.99715089797974,1,0,4,1751,104,2016,0.4722222222222222,0.9509433962264151,0.049056603773584895
1855,Image1250,palace of the 55 windows,99.99715089797974,0,1,0,1751,105,2016,0.4722222222222222,0.9504950495049505,0.04950495049504955
1856,Image1839,fasidega temple,99.99715089797974,1,0,0,1752,105,2016,0.47249190938511326,0.9504950495049505,0.04950495049504955
1857,Image1587,bhuvana lakshmeshvara,99.99713897705078,1,0,1,1753,105,2017,0.4727615965480043,0.9505183788878416,0.04948162111215837
1858,Image1222,badrinath temple,99.99713897705078,1,0,1,1754,105,2018,0.47303128371089537,0.9505416862929816,0.049458313707018364
1859,Image1964,bhuvana lakshmeshvara,99.99713897705078,1,0,1,1755,105,2019,0.4733009708737864,0.9505649717514124,0.04943502824858759
1860,Image1855,chayasilin mandap,99.99712705612183,1,0,2,1756,105,2021,0.47357065803667747,0.9506114769520225,0.04938852304797747
1861,Image783,shiva temple,99.99711513519287,1,0,0,1757,105,2021,0.4738403451995685,0.9506114769520225,0.04938852304797747
1862,Image1214,gopinath krishna temple,99.99711513519287,1,0,2,1758,105,2023,0.4741100323624595,0.9506578947368421,0.049342105263157854
1863,Image1645,bhaktapur tower,99.99711513519287,1,0,2,1759,105,2025,0.4743797195253506,0.9507042253521126,0.04929577464788737
1864,Image911,bhaktapur tower,99.99711513519287,1,0,1,1760,105,2026,0.4746494066882416,0.9507273580478649,0.0492726419521351
1865,Image1902,vastala temple,99.99711513519287,1,0,4,1761,105,2030,0.4749190938511327,0.9508196721311475,0.049180327868852514
